Dep.,code,ColorT1,Color_hachT1,Abs_Commune
17,17268,bleuemarine,hach_orange,28.2
17,17269,bleuemarine,hach_orange,56.6
17,17270,orange,hach_rouge,47
17,17271,bleuemarine,hach_rouge,51
17,17273,orange,hach_bleuemarine,53.3
17,17274,rose,hach_orange,47.5
17,17275,bleuemarine,hach_orange,47.2
17,17276,rouge,hach_bleuemarine,45.9
17,17277,bleuemarine,hach_orange,51.2
17,17278,bleuemarine,hach_orange,47.8
17,17279,bleuemarine,hach_bleue,48.2
17,17280,bleuemarine,hach_rose,47
17,17281,bleuemarine,hach_rouge,51.3
17,17282,orange,hach_bleue,49.4
17,17283,orange,hach_bleuemarine,54.9
17,17284,bleuemarine,hach_orange,49.5
17,17285,rouge,hach_bleuemarine,44.6
17,17286,rose,hach_orange,42.2
17,17287,bleuemarine,hach_orange,50.9
17,17288,bleuemarine,hach_orange,60.5
17,17289,orange,hach_bleuemarine,40.8
17,17290,bleuemarine,hach_rouge,53.8
17,17291,rose,hach_orange,51.5
17,17292,bleuemarine,hach_orange,56.8
17,17293,orange,hach_rouge,49.6
17,17294,orange,hach_bleuemarine,50.4
17,17295,orange,hach_rouge,54.4
17,17296,rouge,hach_bleuemarine,48.6
17,17297,rose,hach_orange,47.2
17,17298,bleuemarine,hach_bleue,53
17,17299,rouge,hach_orange,52.2
17,17300,rouge,hach_rose,52.3
17,17301,bleuemarine,hach_orange,38.3
17,17302,bleuemarine,hach_orange,50.9
17,17303,bleuemarine,hach_orange,51.2
17,17304,orange,hach_rouge,45.4
17,17305,bleuemarine,hach_rouge,55.3
17,17306,orange,hach_bleuemarine,51.1
17,17307,bleuemarine,hach_rose,54.5
17,17308,bleuemarine,hach_rose,45.8
17,17309,bleuemarine,hach_orange,51.5
